episode_id,subject_id,day35_development_partition,k,class_label,calibration_trial_key
day35-grabmyo-S40-K2-seed3501,40,calibration_fit,2,wrist_extension,grabmyo-S040-D1-wrist_extension-T02
day35-grabmyo-S40-K2-seed3501,40,calibration_fit,2,wrist_extension,grabmyo-S040-D1-wrist_extension-T05
day35-grabmyo-S5-K2-seed3501,5,calibration_fit,2,rest,grabmyo-S005-D1-rest-T01
day35-grabmyo-S5-K2-seed3501,5,calibration_fit,2,rest,grabmyo-S005-D1-rest-T03
day35-grabmyo-S5-K2-seed3501,5,calibration_fit,2,hand_close,grabmyo-S005-D1-hand_close-T04
day35-grabmyo-S5-K2-seed3501,5,calibration_fit,2,hand_close,grabmyo-S005-D1-hand_close-T05
day35-grabmyo-S5-K2-seed3501,5,calibration_fit,2,wrist_flexion,grabmyo-S005-D1-wrist_flexion-T01
day35-grabmyo-S5-K2-seed3501,5,calibration_fit,2,wrist_flexion,grabmyo-S005-D1-wrist_flexion-T05
day35-grabmyo-S5-K2-seed3501,5,calibration_fit,2,wrist_extension,grabmyo-S005-D1-wrist_extension-T02
day35-grabmyo-S5-K2-seed3501,5,calibration_fit,2,wrist_extension,grabmyo-S005-D1-wrist_extension-T03
day35-grabmyo-S23-K2-seed3501,23,calibration_fit,2,rest,grabmyo-S023-D1-rest-T03
day35-grabmyo-S23-K2-seed3501,23,calibration_fit,2,rest,grabmyo-S023-D1-rest-T06
day35-grabmyo-S23-K2-seed3501,23,calibration_fit,2,hand_close,grabmyo-S023-D1-hand_close-T01
day35-grabmyo-S23-K2-seed3501,23,calibration_fit,2,hand_close,grabmyo-S023-D1-hand_close-T03
day35-grabmyo-S23-K2-seed3501,23,calibration_fit,2,wrist_flexion,grabmyo-S023-D1-wrist_flexion-T02
day35-grabmyo-S23-K2-seed3501,23,calibration_fit,2,wrist_flexion,grabmyo-S023-D1-wrist_flexion-T07
day35-grabmyo-S23-K2-seed3501,23,calibration_fit,2,wrist_extension,grabmyo-S023-D1-wrist_extension-T02
day35-grabmyo-S23-K2-seed3501,23,calibration_fit,2,wrist_extension,grabmyo-S023-D1-wrist_extension-T07
day35-grabmyo-S17-K2-seed3501,17,calibration_fit,2,rest,grabmyo-S017-D1-rest-T02
day35-grabmyo-S17-K2-seed3501,17,calibration_fit,2,rest,grabmyo-S017-D1-rest-T06
day35-grabmyo-S17-K2-seed3501,17,calibration_fit,2,hand_close,grabmyo-S017-D1-hand_close-T01
day35-grabmyo-S17-K2-seed3501,17,calibration_fit,2,hand_close,grabmyo-S017-D1-hand_close-T06
day35-grabmyo-S17-K2-seed3501,17,calibration_fit,2,wrist_flexion,grabmyo-S017-D1-wrist_flexion-T02
day35-grabmyo-S17-K2-seed3501,17,calibration_fit,2,wrist_flexion,grabmyo-S017-D1-wrist_flexion-T07
day35-grabmyo-S17-K2-seed3501,17,calibration_fit,2,wrist_extension,grabmyo-S017-D1-wrist_extension-T02
day35-grabmyo-S17-K2-seed3501,17,calibration_fit,2,wrist_extension,grabmyo-S017-D1-wrist_extension-T03
day35-grabmyo-S30-K2-seed3501,30,calibration_fit,2,rest,grabmyo-S030-D1-rest-T06
day35-grabmyo-S30-K2-seed3501,30,calibration_fit,2,rest,grabmyo-S030-D1-rest-T07
day35-grabmyo-S30-K2-seed3501,30,calibration_fit,2,hand_close,grabmyo-S030-D1-hand_close-T02
day35-grabmyo-S30-K2-seed3501,30,calibration_fit,2,hand_close,grabmyo-S030-D1-hand_close-T04
day35-grabmyo-S30-K2-seed3501,30,calibration_fit,2,wrist_flexion,grabmyo-S030-D1-wrist_flexion-T04
day35-grabmyo-S30-K2-seed3501,30,calibration_fit,2,wrist_flexion,grabmyo-S030-D1-wrist_flexion-T06
day35-grabmyo-S30-K2-seed3501,30,calibration_fit,2,wrist_extension,grabmyo-S030-D1-wrist_extension-T01
day35-grabmyo-S30-K2-seed3501,30,calibration_fit,2,wrist_extension,grabmyo-S030-D1-wrist_extension-T05
day35-grabmyo-S11-K2-seed3501,11,calibration_fit,2,rest,grabmyo-S011-D1-rest-T06
day35-grabmyo-S11-K2-seed3501,11,calibration_fit,2,rest,grabmyo-S011-D1-rest-T07
day35-grabmyo-S11-K2-seed3501,11,calibration_fit,2,hand_close,grabmyo-S011-D1-hand_close-T02
day35-grabmyo-S11-K2-seed3501,11,calibration_fit,2,hand_close,grabmyo-S011-D1-hand_close-T07
day35-grabmyo-S11-K2-seed3501,11,calibration_fit,2,wrist_flexion,grabmyo-S011-D1-wrist_flexion-T03
day35-grabmyo-S11-K2-seed3501,11,calibration_fit,2,wrist_flexion,grabmyo-S011-D1-wrist_flexion-T04
day35-grabmyo-S11-K2-seed3501,11,calibration_fit,2,wrist_extension,grabmyo-S011-D1-wrist_extension-T02
day35-grabmyo-S11-K2-seed3501,11,calibration_fit,2,wrist_extension,grabmyo-S011-D1-wrist_extension-T06
day35-grabmyo-S31-K2-seed3501,31,calibration_fit,2,rest,grabmyo-S031-D1-rest-T03
day35-grabmyo-S31-K2-seed3501,31,calibration_fit,2,rest,grabmyo-S031-D1-rest-T06
day35-grabmyo-S31-K2-seed3501,31,calibration_fit,2,hand_close,grabmyo-S031-D1-hand_close-T04
day35-grabmyo-S31-K2-seed3501,31,calibration_fit,2,hand_close,grabmyo-S031-D1-hand_close-T06
day35-grabmyo-S31-K2-seed3501,31,calibration_fit,2,wrist_flexion,grabmyo-S031-D1-wrist_flexion-T01
day35-grabmyo-S31-K2-seed3501,31,calibration_fit,2,wrist_flexion,grabmyo-S031-D1-wrist_flexion-T04
day35-grabmyo-S31-K2-seed3501,31,calibration_fit,2,wrist_extension,grabmyo-S031-D1-wrist_extension-T01
day35-grabmyo-S31-K2-seed3501,31,calibration_fit,2,wrist_extension,grabmyo-S031-D1-wrist_extension-T05
day35-grabmyo-S4-K2-seed3501,4,calibration_fit,2,rest,grabmyo-S004-D1-rest-T02
day35-grabmyo-S4-K2-seed3501,4,calibration_fit,2,rest,grabmyo-S004-D1-rest-T07
day35-grabmyo-S4-K2-seed3501,4,calibration_fit,2,hand_close,grabmyo-S004-D1-hand_close-T02
day35-grabmyo-S4-K2-seed3501,4,calibration_fit,2,hand_close,grabmyo-S004-D1-hand_close-T05
day35-grabmyo-S4-K2-seed3501,4,calibration_fit,2,wrist_flexion,grabmyo-S004-D1-wrist_flexion-T02
day35-grabmyo-S4-K2-seed3501,4,calibration_fit,2,wrist_flexion,grabmyo-S004-D1-wrist_flexion-T04
day35-grabmyo-S4-K2-seed3501,4,calibration_fit,2,wrist_extension,grabmyo-S004-D1-wrist_extension-T02
day35-grabmyo-S4-K2-seed3501,4,calibration_fit,2,wrist_extension,grabmyo-S004-D1-wrist_extension-T03
day35-grabmyo-S16-K2-seed3501,16,calibration_fit,2,rest,grabmyo-S016-D1-rest-T01
day35-grabmyo-S16-K2-seed3501,16,calibration_fit,2,rest,grabmyo-S016-D1-rest-T07
day35-grabmyo-S16-K2-seed3501,16,calibration_fit,2,hand_close,grabmyo-S016-D1-hand_close-T06
day35-grabmyo-S16-K2-seed3501,16,calibration_fit,2,hand_close,grabmyo-S016-D1-hand_close-T07
day35-grabmyo-S16-K2-seed3501,16,calibration_fit,2,wrist_flexion,grabmyo-S016-D1-wrist_flexion-T02
day35-grabmyo-S16-K2-seed3501,16,calibration_fit,2,wrist_flexion,grabmyo-S016-D1-wrist_flexion-T07
day35-grabmyo-S16-K2-seed3501,16,calibration_fit,2,wrist_extension,grabmyo-S016-D1-wrist_extension-T01
day35-grabmyo-S16-K2-seed3501,16,calibration_fit,2,wrist_extension,grabmyo-S016-D1-wrist_extension-T02
day35-grabmyo-S37-K2-seed3501,37,calibration_fit,2,rest,grabmyo-S037-D1-rest-T01
day35-grabmyo-S37-K2-seed3501,37,calibration_fit,2,rest,grabmyo-S037-D1-rest-T07
day35-grabmyo-S37-K2-seed3501,37,calibration_fit,2,hand_close,grabmyo-S037-D1-hand_close-T01
day35-grabmyo-S37-K2-seed3501,37,calibration_fit,2,hand_close,grabmyo-S037-D1-hand_close-T03
day35-grabmyo-S37-K2-seed3501,37,calibration_fit,2,wrist_flexion,grabmyo-S037-D1-wrist_flexion-T01
day35-grabmyo-S37-K2-seed3501,37,calibration_fit,2,wrist_flexion,grabmyo-S037-D1-wrist_flexion-T05
day35-grabmyo-S37-K2-seed3501,37,calibration_fit,2,wrist_extension,grabmyo-S037-D1-wrist_extension-T01
day35-grabmyo-S37-K2-seed3501,37,calibration_fit,2,wrist_extension,grabmyo-S037-D1-wrist_extension-T05
day35-grabmyo-S2-K2-seed3501,2,calibration_fit,2,rest,grabmyo-S002-D1-rest-T03
day35-grabmyo-S2-K2-seed3501,2,calibration_fit,2,rest,grabmyo-S002-D1-rest-T04
day35-grabmyo-S2-K2-seed3501,2,calibration_fit,2,hand_close,grabmyo-S002-D1-hand_close-T03
day35-grabmyo-S2-K2-seed3501,2,calibration_fit,2,hand_close,grabmyo-S002-D1-hand_close-T05
day35-grabmyo-S2-K2-seed3501,2,calibration_fit,2,wrist_flexion,grabmyo-S002-D1-wrist_flexion-T04
day35-grabmyo-S2-K2-seed3501,2,calibration_fit,2,wrist_flexion,grabmyo-S002-D1-wrist_flexion-T07
day35-grabmyo-S2-K2-seed3501,2,calibration_fit,2,wrist_extension,grabmyo-S002-D1-wrist_extension-T04
day35-grabmyo-S2-K2-seed3501,2,calibration_fit,2,wrist_extension,grabmyo-S002-D1-wrist_extension-T05
day35-grabmyo-S20-K2-seed3501,20,calibration_fit,2,rest,grabmyo-S020-D1-rest-T04
day35-grabmyo-S20-K2-seed3501,20,calibration_fit,2,rest,grabmyo-S020-D1-rest-T06
day35-grabmyo-S20-K2-seed3501,20,calibration_fit,2,hand_close,grabmyo-S020-D1-hand_close-T02
day35-grabmyo-S20-K2-seed3501,20,calibration_fit,2,hand_close,grabmyo-S020-D1-hand_close-T04
day35-grabmyo-S20-K2-seed3501,20,calibration_fit,2,wrist_flexion,grabmyo-S020-D1-wrist_flexion-T02
day35-grabmyo-S20-K2-seed3501,20,calibration_fit,2,wrist_flexion,grabmyo-S020-D1-wrist_flexion-T07
day35-grabmyo-S20-K2-seed3501,20,calibration_fit,2,wrist_extension,grabmyo-S020-D1-wrist_extension-T01
day35-grabmyo-S20-K2-seed3501,20,calibration_fit,2,wrist_extension,grabmyo-S020-D1-wrist_extension-T03
day35-grabmyo-S43-K2-seed3501,43,calibration_fit,2,rest,grabmyo-S043-D1-rest-T01
day35-grabmyo-S43-K2-seed3501,43,calibration_fit,2,rest,grabmyo-S043-D1-rest-T03
day35-grabmyo-S43-K2-seed3501,43,calibration_fit,2,hand_close,grabmyo-S043-D1-hand_close-T02
day35-grabmyo-S43-K2-seed3501,43,calibration_fit,2,hand_close,grabmyo-S043-D1-hand_close-T07
day35-grabmyo-S43-K2-seed3501,43,calibration_fit,2,wrist_flexion,grabmyo-S043-D1-wrist_flexion-T06
day35-grabmyo-S43-K2-seed3501,43,calibration_fit,2,wrist_flexion,grabmyo-S043-D1-wrist_flexion-T07
day35-grabmyo-S43-K2-seed3501,43,calibration_fit,2,wrist_extension,grabmyo-S043-D1-wrist_extension-T01
day35-grabmyo-S43-K2-seed3501,43,calibration_fit,2,wrist_extension,grabmyo-S043-D1-wrist_extension-T04
day35-grabmyo-S18-K2-seed3501,18,calibration_fit,2,rest,grabmyo-S018-D1-rest-T03
day35-grabmyo-S18-K2-seed3501,18,calibration_fit,2,rest,grabmyo-S018-D1-rest-T05
day35-grabmyo-S18-K2-seed3501,18,calibration_fit,2,hand_close,grabmyo-S018-D1-hand_close-T05
day35-grabmyo-S18-K2-seed3501,18,calibration_fit,2,hand_close,grabmyo-S018-D1-hand_close-T07
day35-grabmyo-S18-K2-seed3501,18,calibration_fit,2,wrist_flexion,grabmyo-S018-D1-wrist_flexion-T04
day35-grabmyo-S18-K2-seed3501,18,calibration_fit,2,wrist_flexion,grabmyo-S018-D1-wrist_flexion-T06
day35-grabmyo-S18-K2-seed3501,18,calibration_fit,2,wrist_extension,grabmyo-S018-D1-wrist_extension-T03
day35-grabmyo-S18-K2-seed3501,18,calibration_fit,2,wrist_extension,grabmyo-S018-D1-wrist_extension-T07
day35-grabmyo-S19-K2-seed3501,19,calibration_fit,2,rest,grabmyo-S019-D1-rest-T02
day35-grabmyo-S19-K2-seed3501,19,calibration_fit,2,rest,grabmyo-S019-D1-rest-T05
day35-grabmyo-S19-K2-seed3501,19,calibration_fit,2,hand_close,grabmyo-S019-D1-hand_close-T04
day35-grabmyo-S19-K2-seed3501,19,calibration_fit,2,hand_close,grabmyo-S019-D1-hand_close-T06
day35-grabmyo-S19-K2-seed3501,19,calibration_fit,2,wrist_flexion,grabmyo-S019-D1-wrist_flexion-T02
day35-grabmyo-S19-K2-seed3501,19,calibration_fit,2,wrist_flexion,grabmyo-S019-D1-wrist_flexion-T05
day35-grabmyo-S19-K2-seed3501,19,calibration_fit,2,wrist_extension,grabmyo-S019-D1-wrist_extension-T02
day35-grabmyo-S19-K2-seed3501,19,calibration_fit,2,wrist_extension,grabmyo-S019-D1-wrist_extension-T04
day35-grabmyo-S36-K2-seed3501,36,calibration_fit,2,rest,grabmyo-S036-D1-rest-T02
day35-grabmyo-S36-K2-seed3501,36,calibration_fit,2,rest,grabmyo-S036-D1-rest-T05
day35-grabmyo-S36-K2-seed3501,36,calibration_fit,2,hand_close,grabmyo-S036-D1-hand_close-T02
day35-grabmyo-S36-K2-seed3501,36,calibration_fit,2,hand_close,grabmyo-S036-D1-hand_close-T06
day35-grabmyo-S36-K2-seed3501,36,calibration_fit,2,wrist_flexion,grabmyo-S036-D1-wrist_flexion-T03
day35-grabmyo-S36-K2-seed3501,36,calibration_fit,2,wrist_flexion,grabmyo-S036-D1-wrist_flexion-T05
day35-grabmyo-S36-K2-seed3501,36,calibration_fit,2,wrist_extension,grabmyo-S036-D1-wrist_extension-T03
day35-grabmyo-S36-K2-seed3501,36,calibration_fit,2,wrist_extension,grabmyo-S036-D1-wrist_extension-T05
day35-grabmyo-S9-K2-seed3501,9,calibration_fit,2,rest,grabmyo-S009-D1-rest-T05
day35-grabmyo-S9-K2-seed3501,9,calibration_fit,2,rest,grabmyo-S009-D1-rest-T07
day35-grabmyo-S9-K2-seed3501,9,calibration_fit,2,hand_close,grabmyo-S009-D1-hand_close-T01
day35-grabmyo-S9-K2-seed3501,9,calibration_fit,2,hand_close,grabmyo-S009-D1-hand_close-T03
day35-grabmyo-S9-K2-seed3501,9,calibration_fit,2,wrist_flexion,grabmyo-S009-D1-wrist_flexion-T01
day35-grabmyo-S9-K2-seed3501,9,calibration_fit,2,wrist_flexion,grabmyo-S009-D1-wrist_flexion-T06
day35-grabmyo-S9-K2-seed3501,9,calibration_fit,2,wrist_extension,grabmyo-S009-D1-wrist_extension-T01
day35-grabmyo-S9-K2-seed3501,9,calibration_fit,2,wrist_extension,grabmyo-S009-D1-wrist_extension-T02
day35-grabmyo-S7-K2-seed3501,7,calibrator_select,2,rest,grabmyo-S007-D1-rest-T06
day35-grabmyo-S7-K2-seed3501,7,calibrator_select,2,rest,grabmyo-S007-D1-rest-T07
day35-grabmyo-S7-K2-seed3501,7,calibrator_select,2,hand_close,grabmyo-S007-D1-hand_close-T05
day35-grabmyo-S7-K2-seed3501,7,calibrator_select,2,hand_close,grabmyo-S007-D1-hand_close-T06
day35-grabmyo-S7-K2-seed3501,7,calibrator_select,2,wrist_flexion,grabmyo-S007-D1-wrist_flexion-T01
day35-grabmyo-S7-K2-seed3501,7,calibrator_select,2,wrist_flexion,grabmyo-S007-D1-wrist_flexion-T03
day35-grabmyo-S7-K2-seed3501,7,calibrator_select,2,wrist_extension,grabmyo-S007-D1-wrist_extension-T02
day35-grabmyo-S7-K2-seed3501,7,calibrator_select,2,wrist_extension,grabmyo-S007-D1-wrist_extension-T07
day35-grabmyo-S21-K2-seed3501,21,calibrator_select,2,rest,grabmyo-S021-D1-rest-T02
day35-grabmyo-S21-K2-seed3501,21,calibrator_select,2,rest,grabmyo-S021-D1-rest-T03
day35-grabmyo-S21-K2-seed3501,21,calibrator_select,2,hand_close,grabmyo-S021-D1-hand_close-T01
day35-grabmyo-S21-K2-seed3501,21,calibrator_select,2,hand_close,grabmyo-S021-D1-hand_close-T03
day35-grabmyo-S21-K2-seed3501,21,calibrator_select,2,wrist_flexion,grabmyo-S021-D1-wrist_flexion-T04
day35-grabmyo-S21-K2-seed3501,21,calibrator_select,2,wrist_flexion,grabmyo-S021-D1-wrist_flexion-T06
day35-grabmyo-S21-K2-seed3501,21,calibrator_select,2,wrist_extension,grabmyo-S021-D1-wrist_extension-T05
day35-grabmyo-S21-K2-seed3501,21,calibrator_select,2,wrist_extension,grabmyo-S021-D1-wrist_extension-T06
day35-grabmyo-S1-K2-seed3501,1,calibrator_select,2,rest,grabmyo-S001-D1-rest-T06
day35-grabmyo-S1-K2-seed3501,1,calibrator_select,2,rest,grabmyo-S001-D1-rest-T07
day35-grabmyo-S1-K2-seed3501,1,calibrator_select,2,hand_close,grabmyo-S001-D1-hand_close-T02
day35-grabmyo-S1-K2-seed3501,1,calibrator_select,2,hand_close,grabmyo-S001-D1-hand_close-T04
day35-grabmyo-S1-K2-seed3501,1,calibrator_select,2,wrist_flexion,grabmyo-S001-D1-wrist_flexion-T04
day35-grabmyo-S1-K2-seed3501,1,calibrator_select,2,wrist_flexion,grabmyo-S001-D1-wrist_flexion-T07
day35-grabmyo-S1-K2-seed3501,1,calibrator_select,2,wrist_extension,grabmyo-S001-D1-wrist_extension-T02
day35-grabmyo-S1-K2-seed3501,1,calibrator_select,2,wrist_extension,grabmyo-S001-D1-wrist_extension-T04
day35-grabmyo-S10-K2-seed3501,10,calibrator_select,2,rest,grabmyo-S010-D1-rest-T02
day35-grabmyo-S10-K2-seed3501,10,calibrator_select,2,rest,grabmyo-S010-D1-rest-T06
day35-grabmyo-S10-K2-seed3501,10,calibrator_select,2,hand_close,grabmyo-S010-D1-hand_close-T02
day35-grabmyo-S10-K2-seed3501,10,calibrator_select,2,hand_close,grabmyo-S010-D1-hand_close-T06
day35-grabmyo-S10-K2-seed3501,10,calibrator_select,2,wrist_flexion,grabmyo-S010-D1-wrist_flexion-T05
day35-grabmyo-S10-K2-seed3501,10,calibrator_select,2,wrist_flexion,grabmyo-S010-D1-wrist_flexion-T07
day35-grabmyo-S10-K2-seed3501,10,calibrator_select,2,wrist_extension,grabmyo-S010-D1-wrist_extension-T03
day35-grabmyo-S10-K2-seed3501,10,calibrator_select,2,wrist_extension,grabmyo-S010-D1-wrist_extension-T05
day35-grabmyo-S42-K2-seed3501,42,calibrator_select,2,rest,grabmyo-S042-D1-rest-T02
day35-grabmyo-S42-K2-seed3501,42,calibrator_select,2,rest,grabmyo-S042-D1-rest-T05
day35-grabmyo-S42-K2-seed3501,42,calibrator_select,2,hand_close,grabmyo-S042-D1-hand_close-T02
day35-grabmyo-S42-K2-seed3501,42,calibrator_select,2,hand_close,grabmyo-S042-D1-hand_close-T07
day35-grabmyo-S42-K2-seed3501,42,calibrator_select,2,wrist_flexion,grabmyo-S042-D1-wrist_flexion-T03
day35-grabmyo-S42-K2-seed3501,42,calibrator_select,2,wrist_flexion,grabmyo-S042-D1-wrist_flexion-T06
day35-grabmyo-S42-K2-seed3501,42,calibrator_select,2,wrist_extension,grabmyo-S042-D1-wrist_extension-T04
day35-grabmyo-S42-K2-seed3501,42,calibrator_select,2,wrist_extension,grabmyo-S042-D1-wrist_extension-T07
day35-grabmyo-S32-K2-seed3501,32,calibrator_select,2,rest,grabmyo-S032-D1-rest-T01
day35-grabmyo-S32-K2-seed3501,32,calibrator_select,2,rest,grabmyo-S032-D1-rest-T02
day35-grabmyo-S32-K2-seed3501,32,calibrator_select,2,hand_close,grabmyo-S032-D1-hand_close-T06
day35-grabmyo-S32-K2-seed3501,32,calibrator_select,2,hand_close,grabmyo-S032-D1-hand_close-T07
day35-grabmyo-S32-K2-seed3501,32,calibrator_select,2,wrist_flexion,grabmyo-S032-D1-wrist_flexion-T01
day35-grabmyo-S32-K2-seed3501,32,calibrator_select,2,wrist_flexion,grabmyo-S032-D1-wrist_flexion-T03
day35-grabmyo-S32-K2-seed3501,32,calibrator_select,2,wrist_extension,grabmyo-S032-D1-wrist_extension-T02
day35-grabmyo-S32-K2-seed3501,32,calibrator_select,2,wrist_extension,grabmyo-S032-D1-wrist_extension-T05
day35-grabmyo-S24-K2-seed3501,24,calibrator_select,2,rest,grabmyo-S024-D1-rest-T02
day35-grabmyo-S24-K2-seed3501,24,calibrator_select,2,rest,grabmyo-S024-D1-rest-T03
day35-grabmyo-S24-K2-seed3501,24,calibrator_select,2,hand_close,grabmyo-S024-D1-hand_close-T06
day35-grabmyo-S24-K2-seed3501,24,calibrator_select,2,hand_close,grabmyo-S024-D1-hand_close-T07
day35-grabmyo-S24-K2-seed3501,24,calibrator_select,2,wrist_flexion,grabmyo-S024-D1-wrist_flexion-T01
day35-grabmyo-S24-K2-seed3501,24,calibrator_select,2,wrist_flexion,grabmyo-S024-D1-wrist_flexion-T02
day35-grabmyo-S24-K2-seed3501,24,calibrator_select,2,wrist_extension,grabmyo-S024-D1-wrist_extension-T05
day35-grabmyo-S24-K2-seed3501,24,calibrator_select,2,wrist_extension,grabmyo-S024-D1-wrist_extension-T06
day35-grabmyo-S38-K2-seed3501,38,threshold_select,2,rest,grabmyo-S038-D1-rest-T06
day35-grabmyo-S38-K2-seed3501,38,threshold_select,2,rest,grabmyo-S038-D1-rest-T07
day35-grabmyo-S38-K2-seed3501,38,threshold_select,2,hand_close,grabmyo-S038-D1-hand_close-T01
day35-grabmyo-S38-K2-seed3501,38,threshold_select,2,hand_close,grabmyo-S038-D1-hand_close-T05
day35-grabmyo-S38-K2-seed3501,38,threshold_select,2,wrist_flexion,grabmyo-S038-D1-wrist_flexion-T02
day35-grabmyo-S38-K2-seed3501,38,threshold_select,2,wrist_flexion,grabmyo-S038-D1-wrist_flexion-T04
day35-grabmyo-S38-K2-seed3501,38,threshold_select,2,wrist_extension,grabmyo-S038-D1-wrist_extension-T02
day35-grabmyo-S38-K2-seed3501,38,threshold_select,2,wrist_extension,grabmyo-S038-D1-wrist_extension-T05
day35-grabmyo-S27-K2-seed3501,27,threshold_select,2,rest,grabmyo-S027-D1-rest-T02
day35-grabmyo-S27-K2-seed3501,27,threshold_select,2,rest,grabmyo-S027-D1-rest-T06
day35-grabmyo-S27-K2-seed3501,27,threshold_select,2,hand_close,grabmyo-S027-D1-hand_close-T02
day35-grabmyo-S27-K2-seed3501,27,threshold_select,2,hand_close,grabmyo-S027-D1-hand_close-T05
day35-grabmyo-S27-K2-seed3501,27,threshold_select,2,wrist_flexion,grabmyo-S027-D1-wrist_flexion-T03
day35-grabmyo-S27-K2-seed3501,27,threshold_select,2,wrist_flexion,grabmyo-S027-D1-wrist_flexion-T07
day35-grabmyo-S27-K2-seed3501,27,threshold_select,2,wrist_extension,grabmyo-S027-D1-wrist_extension-T03
day35-grabmyo-S27-K2-seed3501,27,threshold_select,2,wrist_extension,grabmyo-S027-D1-wrist_extension-T06
day35-grabmyo-S15-K2-seed3501,15,threshold_select,2,rest,grabmyo-S015-D1-rest-T02
day35-grabmyo-S15-K2-seed3501,15,threshold_select,2,rest,grabmyo-S015-D1-rest-T05
day35-grabmyo-S15-K2-seed3501,15,threshold_select,2,hand_close,grabmyo-S015-D1-hand_close-T01
day35-grabmyo-S15-K2-seed3501,15,threshold_select,2,hand_close,grabmyo-S015-D1-hand_close-T04
day35-grabmyo-S15-K2-seed3501,15,threshold_select,2,wrist_flexion,grabmyo-S015-D1-wrist_flexion-T03
day35-grabmyo-S15-K2-seed3501,15,threshold_select,2,wrist_flexion,grabmyo-S015-D1-wrist_flexion-T06
day35-grabmyo-S15-K2-seed3501,15,threshold_select,2,wrist_extension,grabmyo-S015-D1-wrist_extension-T04
day35-grabmyo-S15-K2-seed3501,15,threshold_select,2,wrist_extension,grabmyo-S015-D1-wrist_extension-T06
day35-grabmyo-S39-K2-seed3501,39,threshold_select,2,rest,grabmyo-S039-D1-rest-T02
day35-grabmyo-S39-K2-seed3501,39,threshold_select,2,rest,grabmyo-S039-D1-rest-T07
day35-grabmyo-S39-K2-seed3501,39,threshold_select,2,hand_close,grabmyo-S039-D1-hand_close-T02
