direction,feature_arm,feature_name,smd,abs_smd,wasserstein_source_scaled
mendeley_to_grabmyo,TD8,median__IEMG,-0.938270092010498,0.938270092010498,0.9176535283137736
grabmyo_to_mendeley,TD8,mean__MAV,1.0866721868515015,1.0866721868515015,1.098422940944632
grabmyo_to_mendeley,TD8,mean__RMS,0.9863513708114624,0.9863513708114624,0.9909662642205755
grabmyo_to_mendeley,TD8,mean__WL,0.9169349670410156,0.9169349670410156,0.9253454806903996
grabmyo_to_mendeley,TD8,mean__ZC,0.9693124890327454,0.9693124890327454,0.9567668166632454
grabmyo_to_mendeley,TD8,mean__SSC,0.8359308242797852,0.8359308242797852,0.8408362362533806
grabmyo_to_mendeley,TD8,mean__WAMP,1.0455020666122437,1.0455020666122437,1.0882570814574137
grabmyo_to_mendeley,TD8,mean__VAR,0.7821483016014099,0.7821483016014099,0.793161431203286
grabmyo_to_mendeley,TD8,mean__IEMG,0.8146794438362122,0.8146794438362122,0.8240134177108606
grabmyo_to_mendeley,TD8,std__MAV,1.7190756797790527,1.7190756797790527,2.4419899711196185
grabmyo_to_mendeley,TD8,std__RMS,1.1169365644454956,1.1169365644454956,2.0270202372485073
grabmyo_to_mendeley,TD8,std__WL,-0.6296543478965759,0.6296543478965759,2.4100708124075028
grabmyo_to_mendeley,TD8,std__ZC,0.646902859210968,0.646902859210968,0.9706718367699066
grabmyo_to_mendeley,TD8,std__SSC,0.36590883135795593,0.36590883135795593,1.0628797293475758
grabmyo_to_mendeley,TD8,std__WAMP,0.9143125414848328,0.9143125414848328,1.6744033542306473
grabmyo_to_mendeley,TD8,std__VAR,0.07251161336898804,0.07251161336898804,1.8348438367014748
grabmyo_to_mendeley,TD8,std__IEMG,2.805148124694824,2.805148124694824,3.530854029774975
grabmyo_to_mendeley,TD8,min__MAV,0.5985829830169678,0.5985829830169678,0.6039820215354363
grabmyo_to_mendeley,TD8,min__RMS,0.5608586668968201,0.5608586668968201,0.5739197600012025
grabmyo_to_mendeley,TD8,min__WL,0.67939293384552,0.67939293384552,0.7032859923938911
grabmyo_to_mendeley,TD8,min__ZC,0.6230218410491943,0.6230218410491943,0.6155229559478661
grabmyo_to_mendeley,TD8,min__SSC,0.4624810516834259,0.4624810516834259,0.45739971048509076
grabmyo_to_mendeley,TD8,min__WAMP,0.7049282193183899,0.7049282193183899,0.730763469853749
grabmyo_to_mendeley,TD8,min__VAR,0.5072616338729858,0.5072616338729858,0.5319510698939363
grabmyo_to_mendeley,TD8,min__IEMG,0.203140988945961,0.203140988945961,0.20685006663358455
grabmyo_to_mendeley,TD8,max__MAV,1.5600407123565674,1.5600407123565674,1.5810578506391417
grabmyo_to_mendeley,TD8,max__RMS,1.4070600271224976,1.4070600271224976,1.4022757390203582
grabmyo_to_mendeley,TD8,max__WL,0.9917502999305725,0.9917502999305725,0.9876847523730247
grabmyo_to_mendeley,TD8,max__ZC,1.3392640352249146,1.3392640352249146,1.2960882139101157
grabmyo_to_mendeley,TD8,max__SSC,1.0530264377593994,1.0530264377593994,1.0958406345918779
grabmyo_to_mendeley,TD8,max__WAMP,1.4321305751800537,1.4321305751800537,1.5119267586230614
grabmyo_to_mendeley,TD8,max__VAR,1.1053053140640259,1.1053053140640259,1.0949242199538276
grabmyo_to_mendeley,TD8,max__IEMG,1.3950929641723633,1.3950929641723633,1.3814339834808682
grabmyo_to_mendeley,TD8,median__MAV,1.0905429124832153,1.0905429124832153,1.0993322903911271
grabmyo_to_mendeley,TD8,median__RMS,0.9578354358673096,0.9578354358673096,0.9613150782262286
grabmyo_to_mendeley,TD8,median__WL,0.9657056927680969,0.9657056927680969,0.9792851535681014
grabmyo_to_mendeley,TD8,median__ZC,0.9173076152801514,0.9173076152801514,0.9160940160974862
grabmyo_to_mendeley,TD8,median__SSC,0.9242748022079468,0.9242748022079468,0.9217624668652811
grabmyo_to_mendeley,TD8,median__WAMP,0.9517226815223694,0.9517226815223694,0.990171234876228
grabmyo_to_mendeley,TD8,median__VAR,0.6993324756622314,0.6993324756622314,0.7111291820804279
grabmyo_to_mendeley,TD8,median__IEMG,0.8080999255180359,0.8080999255180359,0.8185908747216064
mendeley_to_grabmyo,SP6,mean__MNF,-0.931018590927124,0.931018590927124,0.920015093839417
mendeley_to_grabmyo,SP6,mean__MDF,-0.7954438924789429,0.7954438924789429,0.7840782237869766
mendeley_to_grabmyo,SP6,mean__PKF,-0.8829827308654785,0.8829827308654785,0.8796414692342902
mendeley_to_grabmyo,SP6,mean__SM1,-0.7514471411705017,0.7514471411705017,0.7452189311637387
mendeley_to_grabmyo,SP6,mean__SM2,-0.7786137461662292,0.7786137461662292,0.7672703714730839
mendeley_to_grabmyo,SP6,mean__SM3,-0.9879329204559326,0.9879329204559326,0.9734355528062831
mendeley_to_grabmyo,SP6,std__MNF,-0.8372277617454529,0.8372277617454529,0.7721469648842079
mendeley_to_grabmyo,SP6,std__MDF,-0.6094487905502319,0.6094487905502319,0.6177408709573378
mendeley_to_grabmyo,SP6,std__PKF,-0.7370854020118713,0.7370854020118713,0.7170693271807977
mendeley_to_grabmyo,SP6,std__SM1,-1.0798128843307495,1.0798128843307495,0.9238557025074746
mendeley_to_grabmyo,SP6,std__SM2,-0.19310279190540314,0.19310279190540314,0.6243980160576028
mendeley_to_grabmyo,SP6,std__SM3,-0.3221333622932434,0.3221333622932434,0.6441826945500604
mendeley_to_grabmyo,SP6,min__MNF,-0.5484475493431091,0.5484475493431091,0.5343129684658682
mendeley_to_grabmyo,SP6,min__MDF,-0.4009566307067871,0.4009566307067871,0.3970649483380839
mendeley_to_grabmyo,SP6,min__PKF,-0.4198198914527893,0.4198198914527893,0.41470984543963524
mendeley_to_grabmyo,SP6,min__SM1,-0.3323274850845337,0.3323274850845337,0.3247938936914579
mendeley_to_grabmyo,SP6,min__SM2,-0.49878421425819397,0.49878421425819397,0.49394780352401235
mendeley_to_grabmyo,SP6,min__SM3,-0.6940014958381653,0.6940014958381653,0.6804834365999947
mendeley_to_grabmyo,SP6,max__MNF,-1.3045670986175537,1.3045670986175537,1.2988488990250824
mendeley_to_grabmyo,SP6,max__MDF,-1.1466645002365112,1.1466645002365112,1.1236082276329398
mendeley_to_grabmyo,SP6,max__PKF,-1.1929901838302612,1.1929901838302612,1.1744187500715877
mendeley_to_grabmyo,SP6,max__SM1,-1.1269315481185913,1.1269315481185913,1.1307963295587489
mendeley_to_grabmyo,SP6,max__SM2,-1.0942078828811646,1.0942078828811646,1.098043224608409
mendeley_to_grabmyo,SP6,max__SM3,-1.3004391193389893,1.3004391193389893,1.2943489752932997
mendeley_to_grabmyo,SP6,median__MNF,-0.9185715913772583,0.9185715913772583,0.9063752708568547
mendeley_to_grabmyo,SP6,median__MDF,-0.739287793636322,0.739287793636322,0.7267399572907989
mendeley_to_grabmyo,SP6,median__PKF,-0.88595050573349,0.88595050573349,0.8856153772484202
mendeley_to_grabmyo,SP6,median__SM1,-0.7482905983924866,0.7482905983924866,0.7395918549698156
mendeley_to_grabmyo,SP6,median__SM2,-0.7383792996406555,0.7383792996406555,0.7223700003213402
mendeley_to_grabmyo,SP6,median__SM3,-0.982337236404419,0.982337236404419,0.9662070714589692
grabmyo_to_mendeley,SP6,mean__MNF,0.79532790184021,0.79532790184021,0.8018137092391651
grabmyo_to_mendeley,SP6,mean__MDF,0.8509555459022522,0.8509555459022522,0.8707046809295812
grabmyo_to_mendeley,SP6,mean__PKF,0.7781422138214111,0.7781422138214111,0.8029685116062564
grabmyo_to_mendeley,SP6,mean__SM1,0.7985992431640625,0.7985992431640625,0.8090722199529409
grabmyo_to_mendeley,SP6,mean__SM2,0.7425552010536194,0.7425552010536194,0.7608723281572264
grabmyo_to_mendeley,SP6,mean__SM3,0.8473042845726013,0.8473042845726013,0.8731149705747764
grabmyo_to_mendeley,SP6,std__MNF,0.2235083132982254,0.2235083132982254,0.8805963022401557
grabmyo_to_mendeley,SP6,std__MDF,-0.15776535868644714,0.15776535868644714,1.0395787341636606
grabmyo_to_mendeley,SP6,std__PKF,-0.11267032474279404,0.11267032474279404,0.6948132296267432
grabmyo_to_mendeley,SP6,std__SM1,0.4447577893733978,0.4447577893733978,1.5529762238923768
grabmyo_to_mendeley,SP6,std__SM2,0.9741269946098328,0.9741269946098328,1.5567070481115175
grabmyo_to_mendeley,SP6,std__SM3,0.3387400507926941,0.3387400507926941,1.9637835252467388
grabmyo_to_mendeley,SP6,min__MNF,0.4041785001754761,0.4041785001754761,0.4052444990103444
grabmyo_to_mendeley,SP6,min__MDF,0.585172712802887,0.585172712802887,0.5976194881834088
grabmyo_to_mendeley,SP6,min__PKF,0.5837931036949158,0.5837931036949158,0.6067593380187948
grabmyo_to_mendeley,SP6,min__SM1,0.38390985131263733,0.38390985131263733,0.38546268559681873
grabmyo_to_mendeley,SP6,min__SM2,0.31660914421081543,0.31660914421081543,0.32729860894226775
grabmyo_to_mendeley,SP6,min__SM3,0.5564718842506409,0.5564718842506409,0.5845130684475104
grabmyo_to_mendeley,SP6,max__MNF,1.0597693920135498,1.0597693920135498,1.091814315606219
grabmyo_to_mendeley,SP6,max__MDF,1.119806170463562,1.119806170463562,1.1369462821069947
grabmyo_to_mendeley,SP6,max__PKF,1.0571074485778809,1.0571074485778809,1.0923509555395867
grabmyo_to_mendeley,SP6,max__SM1,1.0939412117004395,1.0939412117004395,1.117111951459325
grabmyo_to_mendeley,SP6,max__SM2,1.1106188297271729,1.1106188297271729,1.145583556064715
grabmyo_to_mendeley,SP6,max__SM3,1.2678890228271484,1.2678890228271484,1.3074223273588967
grabmyo_to_mendeley,SP6,median__MNF,0.8348649740219116,0.8348649740219116,0.848658002788822
grabmyo_to_mendeley,SP6,median__MDF,0.8206595182418823,0.8206595182418823,0.8549206942319869
grabmyo_to_mendeley,SP6,median__PKF,0.6892767548561096,0.6892767548561096,0.7063564839462438
grabmyo_to_mendeley,SP6,median__SM1,0.7784736156463623,0.7784736156463623,0.8029843218624593
grabmyo_to_mendeley,SP6,median__SM2,0.7842324376106262,0.7842324376106262,0.7929250366364918
grabmyo_to_mendeley,SP6,median__SM3,0.7406830191612244,0.7406830191612244,0.7545159362256527
mendeley_to_grabmyo,ALL14,mean__MAV,-0.869596004486084,0.869596004486084,0.8584264898890674
mendeley_to_grabmyo,ALL14,mean__RMS,-0.8474891185760498,0.8474891185760498,0.8230402091847888
mendeley_to_grabmyo,ALL14,mean__WL,-0.921360194683075,0.921360194683075,0.9198506135939776
mendeley_to_grabmyo,ALL14,mean__ZC,-0.9066739082336426,0.9066739082336426,0.9006253839780887
mendeley_to_grabmyo,ALL14,mean__SSC,-0.7947791218757629,0.7947791218757629,0.7934556923496228
mendeley_to_grabmyo,ALL14,mean__WAMP,-0.8868599534034729,0.8868599534034729,0.8843592069266984
mendeley_to_grabmyo,ALL14,mean__VAR,-0.8468895554542542,0.8468895554542542,0.8231211805754962
mendeley_to_grabmyo,ALL14,mean__IEMG,-0.9144444465637207,0.9144444465637207,0.9074383993633093
mendeley_to_grabmyo,ALL14,mean__MNF,-0.931018590927124,0.931018590927124,0.920015093839417
mendeley_to_grabmyo,ALL14,mean__MDF,-0.7954438924789429,0.7954438924789429,0.7840782237869766
mendeley_to_grabmyo,ALL14,mean__PKF,-0.8829827308654785,0.8829827308654785,0.8796414692342902
mendeley_to_grabmyo,ALL14,mean__SM1,-0.7514471411705017,0.7514471411705017,0.7452189311637387
mendeley_to_grabmyo,ALL14,mean__SM2,-0.7786137461662292,0.7786137461662292,0.7672703714730839
mendeley_to_grabmyo,ALL14,mean__SM3,-0.9879329204559326,0.9879329204559326,0.9734355528062831
mendeley_to_grabmyo,ALL14,std__MAV,-0.8744354248046875,0.8744354248046875,0.7547067621448756
mendeley_to_grabmyo,ALL14,std__RMS,-0.5537745356559753,0.5537745356559753,0.5997076648122551
mendeley_to_grabmyo,ALL14,std__WL,-1.0014729499816895,1.0014729499816895,0.9239356347476132
mendeley_to_grabmyo,ALL14,std__ZC,-0.8679407238960266,0.8679407238960266,0.7428224606381262
mendeley_to_grabmyo,ALL14,std__SSC,-1.071977972984314,1.071977972984314,0.9411094169210021
mendeley_to_grabmyo,ALL14,std__WAMP,-1.2847485542297363,1.2847485542297363,1.0483635774018092
mendeley_to_grabmyo,ALL14,std__VAR,-0.39928802847862244,0.39928802847862244,0.5910670383605366
mendeley_to_grabmyo,ALL14,std__IEMG,-0.7992271184921265,0.7992271184921265,0.7216849834774622
mendeley_to_grabmyo,ALL14,std__MNF,-0.8372277617454529,0.8372277617454529,0.7721469648842079
mendeley_to_grabmyo,ALL14,std__MDF,-0.6094487905502319,0.6094487905502319,0.6177408709573378
mendeley_to_grabmyo,ALL14,std__PKF,-0.7370854020118713,0.7370854020118713,0.7170693271807977
mendeley_to_grabmyo,ALL14,std__SM1,-1.0798128843307495,1.0798128843307495,0.9238557025074746
mendeley_to_grabmyo,ALL14,std__SM2,-0.19310279190540314,0.19310279190540314,0.6243980160576028
mendeley_to_grabmyo,ALL14,std__SM3,-0.3221333622932434,0.3221333622932434,0.6441826945500604
mendeley_to_grabmyo,ALL14,min__MAV,-0.4747503101825714,0.4747503101825714,0.46395770072837583
mendeley_to_grabmyo,ALL14,min__RMS,-0.5208017826080322,0.5208017826080322,0.508207010711582
mendeley_to_grabmyo,ALL14,min__WL,-0.4316423237323761,0.4316423237323761,0.43226496047501917
mendeley_to_grabmyo,ALL14,min__ZC,-0.6007245182991028,0.6007245182991028,0.5922696264654708
mendeley_to_grabmyo,ALL14,min__SSC,-0.34401822090148926,0.34401822090148926,0.3416272420363383
mendeley_to_grabmyo,ALL14,min__WAMP,-0.3560810983181,0.3560810983181,0.36707404719442516
mendeley_to_grabmyo,ALL14,min__VAR,-0.3962797224521637,0.3962797224521637,0.3807882506031699
mendeley_to_grabmyo,ALL14,min__IEMG,-0.323074609041214,0.323074609041214,0.3329507964546792
mendeley_to_grabmyo,ALL14,min__MNF,-0.5484475493431091,0.5484475493431091,0.5343129684658682
mendeley_to_grabmyo,ALL14,min__MDF,-0.4009566307067871,0.4009566307067871,0.3970649483380839
mendeley_to_grabmyo,ALL14,min__PKF,-0.4198198914527893,0.4198198914527893,0.41470984543963524
mendeley_to_grabmyo,ALL14,min__SM1,-0.3323274850845337,0.3323274850845337,0.3247938936914579
mendeley_to_grabmyo,ALL14,min__SM2,-0.49878421425819397,0.49878421425819397,0.49394780352401235
mendeley_to_grabmyo,ALL14,min__SM3,-0.6940014958381653,0.6940014958381653,0.6804834365999947
mendeley_to_grabmyo,ALL14,max__MAV,-1.2557629346847534,1.2557629346847534,1.2586093776471292
mendeley_to_grabmyo,ALL14,max__RMS,-1.145536184310913,1.145536184310913,1.1213560666035236
mendeley_to_grabmyo,ALL14,max__WL,-1.3975121974945068,1.3975121974945068,1.4066448198476182
mendeley_to_grabmyo,ALL14,max__ZC,-1.2906229496002197,1.2906229496002197,1.2764605496001116
mendeley_to_grabmyo,ALL14,max__SSC,-1.2298356294631958,1.2298356294631958,1.2211489934901085
mendeley_to_grabmyo,ALL14,max__WAMP,-1.3340673446655273,1.3340673446655273,1.3399721617965648
mendeley_to_grabmyo,ALL14,max__VAR,-1.1067607402801514,1.1067607402801514,1.05923166590898
mendeley_to_grabmyo,ALL14,max__IEMG,-1.2508045434951782,1.2508045434951782,1.2725152657352736
mendeley_to_grabmyo,ALL14,max__MNF,-1.3045670986175537,1.3045670986175537,1.2988488990250824
mendeley_to_grabmyo,ALL14,max__MDF,-1.1466645002365112,1.1466645002365112,1.1236082276329398
mendeley_to_grabmyo,ALL14,max__PKF,-1.1929901838302612,1.1929901838302612,1.1744187500715877
mendeley_to_grabmyo,ALL14,max__SM1,-1.1269315481185913,1.1269315481185913,1.1307963295587489
mendeley_to_grabmyo,ALL14,max__SM2,-1.0942078828811646,1.0942078828811646,1.098043224608409
mendeley_to_grabmyo,ALL14,max__SM3,-1.3004391193389893,1.3004391193389893,1.2943489752932997
mendeley_to_grabmyo,ALL14,median__MAV,-0.8411181569099426,0.8411181569099426,0.8239362364568781
mendeley_to_grabmyo,ALL14,median__RMS,-0.8396869897842407,0.8396869897842407,0.8091478134486048
mendeley_to_grabmyo,ALL14,median__WL,-0.930938184261322,0.930938184261322,0.9220415726847324
mendeley_to_grabmyo,ALL14,median__ZC,-0.8824741244316101,0.8824741244316101,0.8677230000204873
mendeley_to_grabmyo,ALL14,median__SSC,-0.7934830784797668,0.7934830784797668,0.788095020938393
mendeley_to_grabmyo,ALL14,median__WAMP,-0.9041441679000854,0.9041441679000854,0.8931197035436828
mendeley_to_grabmyo,ALL14,median__VAR,-0.8574997186660767,0.8574997186660767,0.8350993207423018
mendeley_to_grabmyo,ALL14,median__IEMG,-0.938270092010498,0.938270092010498,0.9176535283137736
mendeley_to_grabmyo,ALL14,median__MNF,-0.9185715913772583,0.9185715913772583,0.9063752708568547
mendeley_to_grabmyo,ALL14,median__MDF,-0.739287793636322,0.739287793636322,0.7267399572907989
mendeley_to_grabmyo,ALL14,median__PKF,-0.88595050573349,0.88595050573349,0.8856153772484202
mendeley_to_grabmyo,ALL14,median__SM1,-0.7482905983924866,0.7482905983924866,0.7395918549698156
mendeley_to_grabmyo,ALL14,median__SM2,-0.7383792996406555,0.7383792996406555,0.7223700003213402
mendeley_to_grabmyo,ALL14,median__SM3,-0.982337236404419,0.982337236404419,0.9662070714589692
grabmyo_to_mendeley,ALL14,mean__MAV,1.0866721868515015,1.0866721868515015,1.098422940944632
grabmyo_to_mendeley,ALL14,mean__RMS,0.9863513708114624,0.9863513708114624,0.9909662642205755
grabmyo_to_mendeley,ALL14,mean__WL,0.9169349670410156,0.9169349670410156,0.9253454806903996
grabmyo_to_mendeley,ALL14,mean__ZC,0.9693124890327454,0.9693124890327454,0.9567668166632454
grabmyo_to_mendeley,ALL14,mean__SSC,0.8359308242797852,0.8359308242797852,0.8408362362533806
grabmyo_to_mendeley,ALL14,mean__WAMP,1.0455020666122437,1.0455020666122437,1.0882570814574137
grabmyo_to_mendeley,ALL14,mean__VAR,0.7821483016014099,0.7821483016014099,0.793161431203286
grabmyo_to_mendeley,ALL14,mean__IEMG,0.8146794438362122,0.8146794438362122,0.8240134177108606
grabmyo_to_mendeley,ALL14,mean__MNF,0.79532790184021,0.79532790184021,0.8018137092391651
grabmyo_to_mendeley,ALL14,mean__MDF,0.8509555459022522,0.8509555459022522,0.8707046809295812
grabmyo_to_mendeley,ALL14,mean__PKF,0.7781422138214111,0.7781422138214111,0.8029685116062564
grabmyo_to_mendeley,ALL14,mean__SM1,0.7985992431640625,0.7985992431640625,0.8090722199529409
grabmyo_to_mendeley,ALL14,mean__SM2,0.7425552010536194,0.7425552010536194,0.7608723281572264
grabmyo_to_mendeley,ALL14,mean__SM3,0.8473042845726013,0.8473042845726013,0.8731149705747764
grabmyo_to_mendeley,ALL14,std__MAV,1.7190756797790527,1.7190756797790527,2.4419899711196185
grabmyo_to_mendeley,ALL14,std__RMS,1.1169365644454956,1.1169365644454956,2.0270202372485073
grabmyo_to_mendeley,ALL14,std__WL,-0.6296543478965759,0.6296543478965759,2.4100708124075028
grabmyo_to_mendeley,ALL14,std__ZC,0.646902859210968,0.646902859210968,0.9706718367699066
grabmyo_to_mendeley,ALL14,std__SSC,0.36590883135795593,0.36590883135795593,1.0628797293475758
grabmyo_to_mendeley,ALL14,std__WAMP,0.9143125414848328,0.9143125414848328,1.6744033542306473
grabmyo_to_mendeley,ALL14,std__VAR,0.07251161336898804,0.07251161336898804,1.8348438367014748
grabmyo_to_mendeley,ALL14,std__IEMG,2.805148124694824,2.805148124694824,3.530854029774975
grabmyo_to_mendeley,ALL14,std__MNF,0.2235083132982254,0.2235083132982254,0.8805963022401557
grabmyo_to_mendeley,ALL14,std__MDF,-0.15776535868644714,0.15776535868644714,1.0395787341636606
grabmyo_to_mendeley,ALL14,std__PKF,-0.11267032474279404,0.11267032474279404,0.6948132296267432
grabmyo_to_mendeley,ALL14,std__SM1,0.4447577893733978,0.4447577893733978,1.5529762238923768
grabmyo_to_mendeley,ALL14,std__SM2,0.9741269946098328,0.9741269946098328,1.5567070481115175
grabmyo_to_mendeley,ALL14,std__SM3,0.3387400507926941,0.3387400507926941,1.9637835252467388
grabmyo_to_mendeley,ALL14,min__MAV,0.5985829830169678,0.5985829830169678,0.6039820215354363
grabmyo_to_mendeley,ALL14,min__RMS,0.5608586668968201,0.5608586668968201,0.5739197600012025
grabmyo_to_mendeley,ALL14,min__WL,0.67939293384552,0.67939293384552,0.7032859923938911
grabmyo_to_mendeley,ALL14,min__ZC,0.6230218410491943,0.6230218410491943,0.6155229559478661
grabmyo_to_mendeley,ALL14,min__SSC,0.4624810516834259,0.4624810516834259,0.45739971048509076
grabmyo_to_mendeley,ALL14,min__WAMP,0.7049282193183899,0.7049282193183899,0.730763469853749
grabmyo_to_mendeley,ALL14,min__VAR,0.5072616338729858,0.5072616338729858,0.5319510698939363
grabmyo_to_mendeley,ALL14,min__IEMG,0.203140988945961,0.203140988945961,0.20685006663358455
grabmyo_to_mendeley,ALL14,min__MNF,0.4041785001754761,0.4041785001754761,0.4052444990103444
grabmyo_to_mendeley,ALL14,min__MDF,0.585172712802887,0.585172712802887,0.5976194881834088
grabmyo_to_mendeley,ALL14,min__PKF,0.5837931036949158,0.5837931036949158,0.6067593380187948
grabmyo_to_mendeley,ALL14,min__SM1,0.38390985131263733,0.38390985131263733,0.38546268559681873
grabmyo_to_mendeley,ALL14,min__SM2,0.31660914421081543,0.31660914421081543,0.32729860894226775
grabmyo_to_mendeley,ALL14,min__SM3,0.5564718842506409,0.5564718842506409,0.5845130684475104
grabmyo_to_mendeley,ALL14,max__MAV,1.5600407123565674,1.5600407123565674,1.5810578506391417
grabmyo_to_mendeley,ALL14,max__RMS,1.4070600271224976,1.4070600271224976,1.4022757390203582
grabmyo_to_mendeley,ALL14,max__WL,0.9917502999305725,0.9917502999305725,0.9876847523730247
grabmyo_to_mendeley,ALL14,max__ZC,1.3392640352249146,1.3392640352249146,1.2960882139101157
grabmyo_to_mendeley,ALL14,max__SSC,1.0530264377593994,1.0530264377593994,1.0958406345918779
grabmyo_to_mendeley,ALL14,max__WAMP,1.4321305751800537,1.4321305751800537,1.5119267586230614
grabmyo_to_mendeley,ALL14,max__VAR,1.1053053140640259,1.1053053140640259,1.0949242199538276
grabmyo_to_mendeley,ALL14,max__IEMG,1.3950929641723633,1.3950929641723633,1.3814339834808682
grabmyo_to_mendeley,ALL14,max__MNF,1.0597693920135498,1.0597693920135498,1.091814315606219
grabmyo_to_mendeley,ALL14,max__MDF,1.119806170463562,1.119806170463562,1.1369462821069947
grabmyo_to_mendeley,ALL14,max__PKF,1.0571074485778809,1.0571074485778809,1.0923509555395867
grabmyo_to_mendeley,ALL14,max__SM1,1.0939412117004395,1.0939412117004395,1.117111951459325
grabmyo_to_mendeley,ALL14,max__SM2,1.1106188297271729,1.1106188297271729,1.145583556064715
grabmyo_to_mendeley,ALL14,max__SM3,1.2678890228271484,1.2678890228271484,1.3074223273588967
grabmyo_to_mendeley,ALL14,median__MAV,1.0905429124832153,1.0905429124832153,1.0993322903911271
grabmyo_to_mendeley,ALL14,median__RMS,0.9578354358673096,0.9578354358673096,0.9613150782262286
grabmyo_to_mendeley,ALL14,median__WL,0.9657056927680969,0.9657056927680969,0.9792851535681014
grabmyo_to_mendeley,ALL14,median__ZC,0.9173076152801514,0.9173076152801514,0.9160940160974862
grabmyo_to_mendeley,ALL14,median__SSC,0.9242748022079468,0.9242748022079468,0.9217624668652811
grabmyo_to_mendeley,ALL14,median__WAMP,0.9517226815223694,0.9517226815223694,0.990171234876228
grabmyo_to_mendeley,ALL14,median__VAR,0.6993324756622314,0.6993324756622314,0.7111291820804279
