subject_id,session_id,task_label,median_srd,median_cv_percent,median_rmad,supported_pairs
20,session-1,hand_close,0.2914871952512387,30.098521970677115,0.36979149036373654,60
20,session-1,rest,0.5778107380436475,54.43423868947071,0.23517151611089504,60
20,session-1,wrist_extension,0.1978903610248446,14.680559744812705,0.13154976904733862,60
20,session-1,wrist_flexion,0.30502603278246226,31.51525878145837,0.2672774475836702,60
21,session-1,hand_close,0.6298695917944594,51.01209237780621,0.6869353500874678,60
21,session-1,rest,0.3046408198740499,27.63420039987568,0.21871575257051268,60
21,session-1,wrist_extension,0.24688503965974823,19.611023997678572,0.19125402265430586,60
21,session-1,wrist_flexion,0.50007614757019,62.33865282225765,0.328930447077562,60
22,session-1,hand_close,0.35419331595062487,35.266978700737795,0.35895780339463884,60
22,session-1,rest,0.23520903027989132,30.189739329364762,0.13503935350932997,60
22,session-1,wrist_extension,0.06967996125031561,7.846830408960139,0.048016208729046383,60
22,session-1,wrist_flexion,0.4226984943931637,43.61728535559057,0.3236823483382505,60
23,session-1,hand_close,0.17873711092273986,14.980192702754184,0.1537503175934266,60
23,session-1,rest,0.11971369722165484,12.584789855622818,0.09951902833841239,60
23,session-1,wrist_extension,0.236676560813359,16.675362111193248,0.12882134438389586,60
23,session-1,wrist_flexion,0.13983942751914102,16.07947061771464,0.1355093563886061,60
24,session-1,hand_close,0.260054078056977,21.170420102650056,0.22477734034647026,60
24,session-1,rest,0.17087909586137717,21.478009884822484,0.12166379974911917,60
24,session-1,wrist_extension,0.267160031583221,27.1057804207965,0.2314875292167228,60
24,session-1,wrist_flexion,0.3514365193446024,26.57382064578843,0.4092291806083054,60
25,session-1,hand_close,0.3049957037285117,28.496970336419857,0.24392929522413237,60
25,session-1,rest,0.1331761082428119,13.356325434708872,0.09847784694911686,60
25,session-1,wrist_extension,0.11721953075697411,13.643515294726013,0.09018240416316389,60
25,session-1,wrist_flexion,0.16176406433892598,20.67712947760732,0.0924130199286393,60
26,session-1,hand_close,0.2274534575488914,22.217011260622726,0.1735193146499283,60
26,session-1,rest,0.6661096308926127,63.818276698093484,0.5603698357390197,60
26,session-1,wrist_extension,0.11325008141250438,10.139101400547247,0.08462537869896974,60
26,session-1,wrist_flexion,0.4070394346607315,39.87269537822212,0.2799780558010725,60
27,session-1,hand_close,0.2212497609813221,19.20994611064347,0.22172969039416765,60
27,session-1,rest,0.15560760060637396,13.922892130430174,0.14066955810033993,60
27,session-1,wrist_extension,0.12854718028238565,11.141063383941225,0.108431036788354,60
27,session-1,wrist_flexion,0.38713179499765693,33.478556463279574,0.4297691721592009,60
28,session-1,hand_close,0.10098250092686889,10.767031180150738,0.11949724314411792,60
28,session-1,rest,0.10365757171315446,13.697670209600034,0.10124135848773708,60
28,session-1,wrist_extension,0.07291251734538849,9.975494471000998,0.05137075335974005,60
28,session-1,wrist_flexion,0.12841031937942715,14.521769848424041,0.08752405680011964,60
29,session-1,hand_close,0.2914790000656142,27.990700832447992,0.4352456241759023,60
29,session-1,rest,0.11533741562173966,11.06922578230218,0.09777664390711187,60
29,session-1,wrist_extension,0.22955441802621224,17.465082119070807,0.17628368400749703,60
29,session-1,wrist_flexion,0.27516213578170456,38.04684925651548,0.1769033692673755,60
3,session-1,hand_close,0.5731605644303411,65.77520348618397,0.2942263588349723,60
3,session-1,rest,0.3426689251549831,23.906151197812903,0.28108242280644635,36
3,session-1,wrist_extension,0.2740383428715547,26.54835279873078,0.22846133846831798,60
3,session-1,wrist_flexion,0.5214571337035563,60.4060184017073,0.5250978635481691,60
30,session-1,hand_close,0.20111697984661336,30.903205853500026,0.1419120386302964,60
30,session-1,rest,0.09348364739447129,6.7040114804129445,0.07884528750561028,60
30,session-1,wrist_extension,0.09122924052695616,9.410130636997607,0.10189836199763984,60
30,session-1,wrist_flexion,0.1472175629832267,11.22407287296717,0.10463277268317545,60
31,session-1,hand_close,0.3690348951404932,30.826883911064236,0.34334038790929083,60
31,session-1,rest,0.5353456074679686,53.18880298908608,0.31481475481025145,60
31,session-1,wrist_extension,0.18105463671458255,20.28205544913972,0.17146369824430643,60
31,session-1,wrist_flexion,0.36516577802219524,32.21227758335151,0.23801118728346338,60
32,session-1,hand_close,0.13473360945221774,13.186975976434677,0.09100701760602817,60
32,session-1,rest,0.41422645569625677,38.76879869747098,0.16003523711236614,60
32,session-1,wrist_extension,0.11458708785821439,8.590292146649894,0.10011543417485912,60
32,session-1,wrist_flexion,0.4409070663794578,36.18710454780933,0.2712985474505706,60
33,session-1,hand_close,0.28031372053801534,23.347342425882825,0.2866506192704268,60
33,session-1,rest,0.18331987486932214,25.047830179164812,0.09667297179308032,60
33,session-1,wrist_extension,0.14445134870391288,14.840628161618314,0.07377611114725421,60
33,session-1,wrist_flexion,0.2251395389638135,35.60163656875805,0.29139767731506394,60
34,session-1,hand_close,0.3774884863333626,31.008998047081953,0.2910687317954865,60
34,session-1,rest,0.19953714516868226,23.48989478160015,0.17121821130895257,60
34,session-1,wrist_extension,0.18266065805746287,19.892225688864094,0.186727040649763,60
34,session-1,wrist_flexion,0.3560930560521006,37.85821425816424,0.2690999119172921,60
35,session-1,hand_close,0.38698435341960036,29.755067695735708,0.33211152662209387,60
35,session-1,rest,0.25573662733634994,24.995002802411747,0.16701614761960168,60
35,session-1,wrist_extension,0.2791274092860252,18.981291488741675,0.09294218189769154,60
35,session-1,wrist_flexion,0.7267809531118908,60.752084682549494,0.4301720705992202,60
36,session-1,hand_close,0.1536819785986627,17.99152898369926,0.13458083534565152,60
36,session-1,rest,0.11021300648264581,11.930727278501074,0.10109642945983223,60
36,session-1,wrist_extension,0.14786479392653595,12.183101575152227,0.19947881419927382,60
36,session-1,wrist_flexion,0.17972312534564364,16.31732685731863,0.14131297013355443,60
37,session-1,hand_close,0.3471136993452445,27.395066298625323,0.3778600996191529,60
37,session-1,rest,0.49275953535379746,75.54021188570934,0.48609574573392,60
37,session-1,wrist_extension,0.12350435797751513,10.833686595702465,0.07581332212116865,60
37,session-1,wrist_flexion,0.45896007192663235,45.95796041996125,0.17779788112419287,60
38,session-1,hand_close,0.16196932312542647,13.543729651520774,0.12749278476033543,60
38,session-1,rest,0.08345301427926166,8.541955069564237,0.08096382326301443,60
38,session-1,wrist_extension,0.08955549761805795,9.792024580337351,0.07022283655740824,60
38,session-1,wrist_flexion,0.20323823203497204,14.801768074541119,0.1664786597929495,60
39,session-1,hand_close,0.32226711176056383,28.685805640964574,0.32832333422334414,60
39,session-1,rest,0.36178486931050574,39.89846670323513,0.23860028889396356,60
39,session-1,wrist_extension,0.14618280011796625,13.573442301521169,0.14408359603539453,60
39,session-1,wrist_flexion,0.48382344801228183,61.864227051490886,0.3921437520037978,60
4,session-1,hand_close,0.15903091234630742,14.323868052466127,0.13761961431696118,60
4,session-1,rest,0.12954324234016062,27.258413378199645,0.10466164972671764,60
4,session-1,wrist_extension,0.04307810969489611,4.706985169904623,0.03950454129903573,60
4,session-1,wrist_flexion,0.12918912989494993,13.126728434602143,0.0681877304401686,60
40,session-1,hand_close,0.20623451623072198,19.816001519451547,0.11206926761716865,60
40,session-1,rest,0.16688300991183555,22.01091420192887,0.17863558678876867,60
40,session-1,wrist_extension,0.21123322331863809,16.17559786662794,0.17165253363596225,60
40,session-1,wrist_flexion,0.30883972863469245,29.453543487008155,0.33240944524140703,60
5,session-1,hand_close,0.20593994263343238,22.215349583993532,0.09485025559812758,60
5,session-1,rest,0.1668912189718828,22.9060941008099,0.20197153455123373,60
5,session-1,wrist_extension,0.07442687510431312,8.837992973493428,0.05030358492666161,60
5,session-1,wrist_flexion,0.0442680769475912,14.891807856779476,0.02913190571725984,60
6,session-1,hand_close,0.1066084094546205,8.775079871998898,0.04781799129375968,60
6,session-1,rest,0.1233064527272558,12.770073180907879,0.10394426086845171,60
6,session-1,wrist_extension,0.2166568128927664,19.250044404362768,0.2409389590899399,60
6,session-1,wrist_flexion,0.2930953457554998,27.256046524733726,0.21743048953291264,60
7,session-1,hand_close,0.23110384377144388,17.18939773908083,0.1226021360065679,60
7,session-1,rest,0.1681167608966989,18.137832630694852,0.12265772023841723,60
7,session-1,wrist_extension,0.271189311135332,25.688524020205243,0.08589171581285572,60
7,session-1,wrist_flexion,0.20546130238170288,22.510266104065188,0.08614007177567579,60
8,session-1,hand_close,0.3458079655938337,26.558987067033065,0.377469022636843,60
8,session-1,rest,0.4944470675313102,61.197476553882424,0.17910909926275334,60
8,session-1,wrist_extension,0.1548533506672935,16.925397457891577,0.14590543465047717,60
8,session-1,wrist_flexion,0.5201850553380298,52.97511132439401,0.48680850308244206,60
9,session-1,hand_close,0.13567687500114473,19.170694476455402,0.055602220732740765,60
9,session-1,rest,0.24966768389220817,21.882970079269956,0.18550791635084346,60
9,session-1,wrist_extension,0.36792752876153234,33.187183369791,0.49840446798202076,60
9,session-1,wrist_flexion,0.4765220713154972,43.82143856612357,0.37836207917500064,60
