dataset_id,dataset_view_id,subject_id,subject_key,partition,split_version,split_seed,rank_sha256,source_filename,source_file_sha256
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,13,mendeley-S013,train,mendeley-subject-holdout.v1,3001,6a6e766d682fe94f1b3cf30e98e29efde0ddd803f97098f2dc47694857a47e2a,13_raw.mat,f7811f7263bf115074c423b57bf79c1d6e393bfdd7370c51d4e6b0304bd5a361
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,14,mendeley-S014,train,mendeley-subject-holdout.v1,3001,8e0563f07f19677ea67129b07060189087ac7d515fa62a7a7c2108e3fc52876b,14_raw.mat,000668a83b6bb2064a61f0648947b6aa4619b39d048a41977d6f66751d8c6af5
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,15,mendeley-S015,validation,mendeley-subject-holdout.v1,3001,1d8a879ae31f389817b14b34473bb4b2b37c0a103de257bcf07a3836327f4829,15_raw.mat,111138305d7c19a440ca43a74dd23c170d3c6ac5a1c32c93542274b733472910
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,16,mendeley-S016,train,mendeley-subject-holdout.v1,3001,9f558a4c53a5d9dda94f601259806835bf95c6cab46617cc22355517b1cf93b4,16_raw.mat,93efc1a6c7c63b103dd895dd012472a03deaa407a3219d5781334f14c25de94b
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,17,mendeley-S017,train,mendeley-subject-holdout.v1,3001,d4513f5e976bfcf18678943854d67c9aec85899a66e511f2bf3d17755919abb5,17_raw.mat,fc1a328fc930868d070788c42305831a2665d67a9591c1d15d529b6d304753d4
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,18,mendeley-S018,train,mendeley-subject-holdout.v1,3001,b88b68a350e8a55436af3438e826254de098852e02132b2cb99eedac0b0cb1a8,18_raw.mat,dece8ef5f2f153b38c44bb235b1abcb5338e23ccf72a2b35e59a56e4d25a56a0
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,19,mendeley-S019,train,mendeley-subject-holdout.v1,3001,60350d0b00a974b2d9d1115d10b243b488dff33958320c4ec8384b7169593045,19_raw.mat,f5baadbc66076f841f41da5e8703774b53ccd885dba7e97d2dcfe0476871cedf
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,20,mendeley-S020,train,mendeley-subject-holdout.v1,3001,3d3aecaf0ae35c50ff1813c8d1f4d77282e4bd568d351f6539746111997604ca,20_raw.mat,c377b91ead86cb131b1bc21b600ddb61ebdc779642ce101a162a6f27040219bd
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,21,mendeley-S021,validation,mendeley-subject-holdout.v1,3001,12323a441f18b6ab25a6e19689e0ec73fc2631b0a1d1d859fca0179829b53505,21_raw.mat,395531830f929e1a45a418f39ff766f6afdacb7a6e39542ced394646eeeb8207
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,22,mendeley-S022,train,mendeley-subject-holdout.v1,3001,77a637f04c002a7eb80e28bc8091d6e9c9f15df3eef18a791a2917f6348e8341,22_raw.mat,49657388956a16259b732b0a99eeb6a12add3aa6e05d4d87c7792bab3deabfc2
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,23,mendeley-S023,validation,mendeley-subject-holdout.v1,3001,3958ccd572d92f623de821ebcf7d6c31e66793def6e1c29b16a38c6c6038125c,23_raw.mat,a6773d3400e6140dea179706a15ad7d0c19a91455962faf5388aae888d0e20c9
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,24,mendeley-S024,train,mendeley-subject-holdout.v1,3001,7386bd5a0a7b9bfb525295f81757369e6b76a5e8123f5d13ee9ef69e8e2f8669,24_raw.mat,1ed6a2af2d7a359b66690099637e7028da463a9a6ff1d5810788bbacd76fd4ce
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,25,mendeley-S025,validation,mendeley-subject-holdout.v1,3001,3038f0bada75e824910892008c06b9fd888886a139f85868e08380c1414ac802,25_raw.mat,33762adf26f019b2d3fd347ae2460b13d22a5ed8ca70a03104d722886a0c1c7d
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,26,mendeley-S026,train,mendeley-subject-holdout.v1,3001,bdd052afba9b245d046906b3a4f7a8b3c9bfd44441c485accd27ff2b40c3a8ee,26_raw.mat,7e983dceb09deec553e64b6c828b9acee82a31a9f4bab49dd1df2402da3b744f
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,27,mendeley-S027,train,mendeley-subject-holdout.v1,3001,540b2ded400504b9740e83199754122603c9763db09fb65f47e1647040ad27d0,27_raw.mat,2137adf27dbf0ffb31eb95908fad038d040f97aff3a10b0ad34f2a80d47b6b75
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,28,mendeley-S028,train,mendeley-subject-holdout.v1,3001,609760b363523ecaa889188f1fec8853bbfd1fdfb60513433ef52808edb53075,28_raw.mat,2187eba3ff2cb2c9769e663f495b424a7f70279002b016e751d63dd7f63b5306
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,29,mendeley-S029,train,mendeley-subject-holdout.v1,3001,aad6d559cd407b5b51b75ea559e918953ce9968c33e89531915b2973dd726ffc,29_raw.mat,54dd89f335938316b9dbafcb84ceb74e6ef98ff0e97c99ddcf8301f44895b94c
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,30,mendeley-S030,train,mendeley-subject-holdout.v1,3001,f10875d941703b2d8acaec5080c8ce0f9c71de1bf8909d72d7559b249aae644a,30_raw.mat,b7edceb6f4c40b3b9409617a4b972a11cd380331d539f2cc69a00d1a8f13b41c
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,31,mendeley-S031,train,mendeley-subject-holdout.v1,3001,5364f9f206312627817a042dd88b1f87663beac1b223ede6360396e4bfbf59b7,31_raw.mat,f41c8da641ac217032a15a673d44653d295fe19b67fb22bdc3f6406b5b68f307
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,32,mendeley-S032,train,mendeley-subject-holdout.v1,3001,4dd7d7cb83a02ab4bc54be36bd9cccb3ad3973b461d4fcc9c89f9d2ec8d2f005,32_raw.mat,b68aa7d9c3af175045d8845d63dc178d5c3ceb9e0293acc23ff19051247bf427
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,33,mendeley-S033,train,mendeley-subject-holdout.v1,3001,9c673704d533b7846fc6f1308bf4928083f259e1be16fb991164f8b1fce5b76c,33_raw.mat,685612ca0b69861d5e08c092cdd5528a414f45f8a4b62d50967e46e91bc2da1d
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,34,mendeley-S034,train,mendeley-subject-holdout.v1,3001,ef71b16cf807937ca62a7aef163bc28ec29fea7a573c7594c3408d97f6da7a9c,34_raw.mat,fe014d340e945c2c0764f885f424a5606cd873e4f347e9eb97cfa340f38463bf
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,35,mendeley-S035,validation,mendeley-subject-holdout.v1,3001,145ff4a184c7ae82bc9422ba87123b97c34ad7cb0e74c1fe305f9a7546762ee2,35_raw.mat,062d2c8bc80abd6e1c103f3d938ce32014ca2416dd92d480b56df9df4628f467
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,36,mendeley-S036,train,mendeley-subject-holdout.v1,3001,a82ff45afa6746517dd82f10ee19a3b332207d194d0bcae24b99b256bba3767a,36_raw.mat,7f079e8443ae7d2603fd4b6eddf760202f33b3bc4ab8cfa2023e8db513fb726c
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,37,mendeley-S037,train,mendeley-subject-holdout.v1,3001,619e3650ff71b735b6eb048bd3f575bc8c29857e66783510d4d115f92054d15e,37_raw.mat,142803423952aedc05d7a26fe91d99435f9d6c36ce7600f99e3e298b87270305
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,38,mendeley-S038,train,mendeley-subject-holdout.v1,3001,9704e0698e32343009b79bddc524f4033dda9756adfa3755e68c4a2ec631e062,38_raw.mat,b1cdc75d318bdc1b21ec5af0153646fc2a972eaf305240a2c5ed9630e0212ece
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,39,mendeley-S039,train,mendeley-subject-holdout.v1,3001,d037e2c8207fcbe087900f377234c5425f41d2355f55cc68961ff0d3a0379e0d,39_raw.mat,872b6e5eeffda22513a4de6d5b471bbb2a3f1a9c132519af2b2ab926955a550f
mendeley-4channel-hand-gesture-v2,mendeley_core4_primary_v1,40,mendeley-S040,validation,mendeley-subject-holdout.v1,3001,1892e8f4c4b0bf1711d3c235323ca2775d75d2cb41e024240bda6280f54dde0a,40_raw.mat,dfbb8a3a8cba4a8d532aa606f78c2964e7aa283079e9944360bf7e89d4371182
